FISCAL_QTR_YEAR_NAME,FISCAL_WEEK_YEAR_NAME,Product Code,Product,Sessions,PDP Add to Cart Units,Units Sold,Quarter_Start_Date,Week_Start_Date
FY23Q3,FY23W37,MJMV3B/A,Mac Studio,437.0,31.0,1.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MJMW3B/A,Mac Studio,267.0,11.0,1.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MJNM3B/A,iPhone 12/mini,1236.0,112.0,39.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MJNP3B/A,iPhone 12/mini,874.0,103.0,31.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MJNQ3B/A,iPhone 12/mini,208.0,18.0,3.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MJQJ3B/A,iPad Accessories,224.0,49.0,6.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MJQK3B/A,iPad Accessories,536.0,116.0,22.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MJV83B/A,iMac,1152.0,73.0,19.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MHNL3B/A,iPad Pro,1.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MHNJ3B/A,iPad Pro,11.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MHNG3B/A,iPad Pro,89.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MHLN3ZM/A,iPhone Accessories,3.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MM6H3ZM/A,iPad Accessories,186.0,19.0,8.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,M09H3B/A,Series 6,30.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MC461B/B,Connectivity Accessories,2.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MD565B/B,Connectivity Accessories,114.0,15.0,12.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MD819ZM/A,Connectivity Accessories,197.0,64.0,28.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MD825ZM/A,Connectivity Accessories,16.0,1.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MD861ZM/A,Connectivity Accessories,12.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,ME291ZM/A,Connectivity Accessories,120.0,25.0,12.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MGN03B/A,Connectivity Accessories,139.0,20.0,9.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MGN43B/A,Connectivity Accessories,90.0,25.0,12.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MGN93B/A,MacBook Air,3576.0,283.0,64.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MGNR3B/A,Mac Mini,6.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MJWP3ZM/A,Watch Accessories,1.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MGNT3B/A,Mac Mini,2.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MGPH3B/A,iMac,397.0,30.0,8.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MGYN3ZM/A,AirPods Max,2615.0,326.0,51.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MHCA3LL/A,iPhone 11,1253.0,188.0,66.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MHDA3B/A,iPhone 11,2285.0,277.0,105.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MHJF3B/A,Connectivity Accessories,2748.0,792.0,355.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MHK83ZM/A,iPhone Accessories,1.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MHKF3ZM/A,iPhone Accessories,96.0,5.0,3.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MHKM3ZM/A,iPhone Accessories,7.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MHKX3ZM/A,iPhone Accessories,6.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MHL73ZM/A,iPhone Accessories,306.0,33.0,12.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MHLD3ZM/A,iPhone Accessories,5.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MHLM3ZM/A,iPhone Accessories,111.0,6.0,5.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MGPD3B/A,iMac,626.0,57.0,7.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MJWY3ZM/A,Connectivity Accessories,243.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,M09E3B/A,Series 6,10.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MK0C2ZM/A,iPad Accessories,14.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MKN93B/A,Series 7,7.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MKQ43B/A,Watch SE (1st Gen),11.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MKQ83B/A,Watch SE (1st Gen),1.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MKQV3B/A,Watch SE (1st Gen),2.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MKQW3B/A,Watch SE (1st Gen),5.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MKR33B/A,Watch SE (1st Gen),3.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MKT03B/A,Watch SE (1st Gen),5.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MKT53B/A,Watch SE (1st Gen),3.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MKU63B/A,Connectivity Accessories,224.0,31.0,17.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MKU73ZM/A,Watch Accessories,387.0,44.0,11.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MJYT2ZM/A,Connectivity Accessories,93.0,13.0,6.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MLL82ZM/A,Connectivity Accessories,467.0,128.0,55.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MLWK3ZM/A,AirPods Pro,161.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MLY23B/A,MacBook Air,2271.0,203.0,54.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MLY33B/A,MacBook Air,8237.0,847.0,196.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MLYU3B/A,Connectivity Accessories,82.0,11.0,4.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MLYV3ZM/A,Connectivity Accessories,255.0,49.0,21.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MM0A3ZM/A,Connectivity Accessories,373.0,53.0,31.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MM0D3ZM/A,iPhone Accessories,6.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MM0T3ZM/A,iPhone Accessories,333.0,19.0,7.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MM1R3ZM/A,iPhone Accessories,44.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MM2L3ZM/A,iPhone Accessories,161.0,18.0,8.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MM2U3ZM/A,iPhone Accessories,83.0,10.0,2.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MM2W3ZM/A,iPhone Accessories,158.0,26.0,10.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MM2X3ZM/A,iPhone Accessories,363.0,34.0,18.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MKN83B/A,Series 7,11.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MKN73B/A,Series 7,20.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MKUW3ZM/A,Watch Accessories,241.0,11.0,3.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MKN33B/A,Series 7,18.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MKN63B/A,Series 7,2.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MK0Q3B/A,Mac Accessories & Display,47.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MK0U3B/A,Mac Accessories & Display,137.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MK0W2ZM/A,Connectivity Accessories,60.0,3.0,2.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MK1E3B/A,MacBook Pro,31.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MK1F3B/A,MacBook Pro,46.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MK1H3B/A,MacBook Pro,36.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MK2C3B/A,Mac Accessories & Display,206.0,28.0,7.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MK2D3Z/A,Mac Accessories & Display,130.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MK2E3Z/A,Mac Accessories & Display,969.0,186.0,92.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MK2L3B/A,iPad Entry,6878.0,883.0,309.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MK2P3B/A,iPad Entry,714.0,66.0,26.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MK2A3B/A,Mac Accessories & Display,128.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MK7M3B/A,iPad Mini,1005.0,103.0,30.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MK4E3B/A,iPad Entry,103.0,8.0,3.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MKMY3B/A,Series 7,18.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MKMX3B/A,Series 7,37.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MKJR3B/A,Series 7,10.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MKGT3B/A,MacBook Pro,37.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MKGR3B/A,MacBook Pro,128.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MKN03B/A,Series 7,16.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MK293B/A,Mac Accessories & Display,8.0,0.0,0.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MK8F3B/A,iPad Mini,149.0,9.0,1.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MK8E3B/A,iPad Mini,130.0,2.0,1.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MK7X3B/A,iPad Mini,385.0,33.0,8.0,2023-04-01,2023-06-10
FY23Q3,FY23W37,MK473B/A,iPad Entry,269.0,11.0,3.0,2023-04-01,2023-06-10
FY23Q3,FY23W38,MNKU3B/A,Series 8,311.0,38.0,9.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MNK43B/A,Series 8,1201.0,140.0,49.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MNK03B/A,Watch SE (2nd Gen),3026.0,300.0,108.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MNJT3B/A,Watch SE (2nd Gen),14307.0,1435.0,626.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MNJM3B/A,Series 8,1357.0,79.0,14.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MNGM3B/A,iPhone 13/mini/Pro/Pro Max,96.0,4.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MNHV3B/A,Series 8,1045.0,102.0,36.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MNGL3B/A,iPhone 13/mini/Pro/Pro Max,517.0,60.0,17.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MNGK3B/A,iPhone 13/mini/Pro/Pro Max,4089.0,533.0,161.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MNFH3B/A,iPhone 13/mini/Pro/Pro Max,130.0,8.0,2.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MNJJ3B/A,Series 8,505.0,33.0,6.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MNKX3B/A,Series 8,548.0,45.0,9.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MPP73ZM/A,iPhone Accessories,114.0,8.0,5.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MNP53B/A,Series 8,11456.0,896.0,366.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MNPL3B/A,Watch SE (2nd Gen),1348.0,152.0,43.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MNPY3B/A,Watch SE (2nd Gen),812.0,91.0,27.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MNWP3B/A,Connectivity Accessories,88.0,12.0,4.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MP7Q3ZM/A,Watch Accessories,83.0,4.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MP753ZM/A,Watch Accessories,141.0,0.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MP863ZM/A,Watch Accessories,3.0,0.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MPGK3ZM/A,Watch Accessories,4.0,0.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MPL53ZM/A,Watch Accessories,267.0,38.0,13.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MPLF3ZM/A,Watch Accessories,145.0,13.0,8.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MPNY3ZM/A,AirPods Non Pro,5960.0,630.0,269.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MNP13B/A,Series 8,5307.0,724.0,222.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MNFG3B/A,iPhone 13/mini/Pro/Pro Max,215.0,5.0,2.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MM6R3B/A,iPad Mid,195.0,8.0,2.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MNEQ3B/A,MacBook Pro,1551.0,215.0,31.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MPPA3ZM/A,iPhone Accessories,47.0,9.0,5.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MM9E3B/A,iPad Mid,2763.0,308.0,73.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MM9L3B/A,iPad Mid,1354.0,198.0,48.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MM173ZM/A,iPhone Accessories,28.0,0.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MM313ZM/A,iPhone Accessories,33.0,10.0,3.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MME73ZM/A,AirPods Non Pro,8528.0,795.0,293.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MMED3B/A,iPad Mid,163.0,14.0,2.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MMEL2ZM/A,Connectivity Accessories,87.0,4.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MMF93ZM/A,App-Enabled Accessories,1080.0,140.0,80.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MMMP3Z/A,Mac Accessories & Display,71.0,0.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MMMQ3Z/A,Mac Accessories & Display,610.0,125.0,52.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MMMR3B/A,Mac Accessories & Display,186.0,26.0,6.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MNFF3B/A,iPhone 13/mini/Pro/Pro Max,2899.0,398.0,149.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MMTN2ZM/A,Other Headsets,1349.0,302.0,108.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MMXH3B/A,iPhone SE (3rd Gen),1502.0,144.0,74.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MMXK3B/A,iPhone SE (3rd Gen),1065.0,146.0,52.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MMXP3B/A,iPhone SE (3rd Gen),175.0,8.0,2.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MMYQ3B/A,Mac Accessories & Display,62.0,1.0,1.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MMYV3B/A,Mac Accessories & Display,32.0,0.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MMYW3B/A,Mac Accessories & Display,254.0,22.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MMYX3B/A,Mac Accessories & Display,155.0,9.0,1.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MN5W3ZM/A,iPhone Accessories,160.0,23.0,8.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MN6H3ZM/A,iPhone Accessories,321.0,58.0,21.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MN623ZM/A,iPhone Accessories,257.0,30.0,15.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MNA63ZM/A,iPad Accessories,262.0,23.0,7.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MNEP3B/A,MacBook Pro,1783.0,173.0,39.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MMX62ZM/A,Connectivity Accessories,416.0,98.0,37.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MPPG3ZM/A,iPhone Accessories,193.0,14.0,6.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MQE33ZM/A,Watch Accessories,310.0,8.0,4.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MPPX3ZM/A,iPhone Accessories,244.0,8.0,2.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MR8U2ZM/A,Connectivity Accessories,312.0,27.0,9.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MU7E2ZM/A,Connectivity Accessories,173.0,31.0,13.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MU8F2ZM/A,iPad Accessories,1154.0,358.0,80.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MUF82ZM/A,Connectivity Accessories,371.0,35.0,26.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MUFG2ZM/A,Connectivity Accessories,113.0,15.0,10.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MV7N2ZM/A,AirPods Non Pro,9655.0,2055.0,1088.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MWP02ZM/A,Connectivity Accessories,32.0,3.0,1.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MWVG2ZM/A,iPhone Accessories,37.0,0.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MWVU2ZM/A,iPhone Accessories,52.0,2.0,1.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MX0J2B/A,Connectivity Accessories,95.0,12.0,9.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MX2E2ZM/A,Watch Accessories,163.0,38.0,15.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MX3L2B/A,iPad Accessories,224.0,21.0,4.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MX4U2ZM/A,iPad Accessories,93.0,0.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MX532ZM/A,App-Enabled Accessories,1046.0,99.0,40.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MX542ZM/A,App-Enabled Accessories,972.0,186.0,56.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MY1W2B/A,Connectivity Accessories,84.0,7.0,4.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MXH02B/A,Apple TV,1.0,0.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MXK22ZM/A,Connectivity Accessories,1.0,0.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MXLY2ZM/A,Connectivity Accessories,474.0,135.0,83.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MXNK2B/A,iPad Accessories,172.0,29.0,5.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MXNL2B/A,iPad Accessories,72.0,13.0,2.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MXQT2B/A,iPad Accessories,497.0,116.0,21.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MXYJ2ZM/A,iPhone Accessories,3.0,0.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MXYM2ZM/A,iPhone Accessories,4.0,0.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MM6H3ZM/A,iPad Accessories,206.0,33.0,6.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MQGH2ZM/A,Connectivity Accessories,215.0,50.0,24.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MPPM3ZM/A,iPhone Accessories,200.0,18.0,11.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MQFW3B/A,Ultra 1,725.0,100.0,14.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MQFK3B/A,Ultra 1,1983.0,248.0,30.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MPRW3ZM/A,iPhone Accessories,525.0,82.0,41.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MPT63ZM/A,iPhone Accessories,117.0,18.0,5.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MPTG3ZM/A,iPhone Accessories,617.0,81.0,37.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MPTR3ZM/A,iPhone Accessories,468.0,70.0,24.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MPU13ZM/A,iPhone Accessories,320.0,66.0,37.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MPU43ZM/A,iPhone Accessories,103.0,24.0,7.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MPU63ZM/A,iPhone Accessories,288.0,50.0,20.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MPU73ZM/A,iPhone Accessories,268.0,53.0,14.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MPV03ZD/A,iPhone 14/Plus/Pro/Pro Max,8843.0,1225.0,386.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MPW43ZD/A,iPhone 14/Plus/Pro/Pro Max,1317.0,216.0,82.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MPWW3ZD/A,iPhone 14/Plus/Pro/Pro Max,150.0,13.0,4.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MPXV3ZD/A,iPhone 14/Plus/Pro/Pro Max,3307.0,536.0,108.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MQ1F3ZD/A,iPhone 14/Plus/Pro/Pro Max,1499.0,263.0,81.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MQ1W3ZD/A,iPhone 14/Plus/Pro/Pro Max,349.0,70.0,16.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MQ2N3ZD/A,iPhone 14/Plus/Pro/Pro Max,191.0,25.0,3.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MQ4H2ZM/A,Connectivity Accessories,110.0,8.0,7.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MQ5F3ZD/A,iPhone 14/Plus/Pro/Pro Max,121.0,12.0,3.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MQ9Q3ZD/A,iPhone 14/Plus/Pro/Pro Max,1774.0,339.0,69.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MQ9X3ZD/A,iPhone 14/Plus/Pro/Pro Max,2962.0,666.0,164.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MQ052B/A,Mac Accessories & Display,34.0,0.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MQ503ZD/A,iPhone 14/Plus/Pro/Pro Max,2005.0,276.0,59.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MQ573ZD/A,iPhone 14/Plus/Pro/Pro Max,396.0,49.0,13.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MQAH3ZD/A,iPhone 14/Plus/Pro/Pro Max,593.0,135.0,29.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MQC43ZD/A,iPhone 14/Plus/Pro/Pro Max,388.0,67.0,7.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MQD83ZM/A,AirPods Pro,6208.0,1110.0,387.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MQFQ3B/A,Ultra 1,1159.0,147.0,23.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MM6F3ZM/A,Mac Accessories & Display,55.0,8.0,2.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MXGY2B/A,Apple TV,5.0,0.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MM2X3ZM/A,iPhone Accessories,154.0,26.0,13.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MHNG3B/A,iPad Pro,83.0,0.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MHNJ3B/A,iPad Pro,13.0,0.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MHNN3B/A,iPad Pro,3.0,0.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MHNQ3B/A,iPad Pro,2.0,0.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MHQT3B/A,iPad Pro,3.0,0.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MHR03B/A,iPad Pro,1.0,0.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MHR33B/A,iPad Pro,376.0,18.0,3.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MHRE3B/A,iPad Pro,1.0,0.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MHW83B/A,iPad Pro,1.0,0.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MHWF3B/A,iPad Pro,2.0,0.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MHXF3ZM/A,Connectivity Accessories,333.0,20.0,4.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MHXH3ZM/A,Connectivity Accessories,1202.0,178.0,66.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MJ1L2ZM/A,Connectivity Accessories,3.0,0.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MJ1M2ZM/A,Connectivity Accessories,797.0,122.0,66.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MJ2E3B/A,HomePod,2649.0,141.0,61.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MJFM3ZM/A,Other Home Accessories,1.0,0.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MJM93ZM/A,iPad Accessories,34.0,0.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MJMG3ZM/A,iPad Accessories,54.0,11.0,4.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MJMV3B/A,Mac Studio,439.0,30.0,3.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MJMW3B/A,Mac Studio,204.0,15.0,0.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MJNM3B/A,iPhone 12/mini,1209.0,130.0,39.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MJNP3B/A,iPhone 12/mini,817.0,106.0,40.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MJNQ3B/A,iPhone 12/mini,178.0,25.0,5.0,2023-04-01,2023-06-17
FY23Q3,FY23W38,MJQJ3B/A,iPad Accessories,233.0,38.0,9.0,2023-04-01,2023-06-17
